Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
Aurora Medical Group Inc,Advocate Aurora Health,20200728,grant,"$8,502,004 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Wisconsin,Milwaukee,,,,,,0,,non-profit,,Illinois,USA,healthcare services,hospitals,0,0,"$8,060,000 ",,$0 ,"$16,250,000 ","$657,660 ","$5,610,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,advocate-aurora-health,
Aurora Psychiatric Hospital Inc,Advocate Aurora Health,20200728,grant,"$890,577 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Wisconsin,Wauwatosa,,,,,,0,,non-profit,,Illinois,USA,healthcare services,hospitals,0,0,"$8,060,000 ",,$0 ,"$16,250,000 ","$657,660 ","$5,610,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,advocate-aurora-health,
"Baycare Aurora, LLC",Advocate Aurora Health,20200728,grant,"$9,553,247 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Wisconsin,Green Bay,,,,,,0,,non-profit,,Illinois,USA,healthcare services,hospitals,0,0,"$8,060,000 ",,$0 ,"$16,250,000 ","$657,660 ","$5,610,000 ",,$0 ,$0 ,$0 ,yes,no,yes,no,yes,no,,,,advocate-aurora-health,
Bio Medical Applications Of Illinois Inc,Fresenius,20200728,grant,"$621,039 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Illinois,Alton,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Alabama, Inc.",Fresenius,20200728,grant,"$4,766,428 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Alabama,Decatur,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Arizona, LLC",Fresenius,20200728,grant,"$2,991,597 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Arizona,Scottsdale,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Arkansas, Inc.",Fresenius,20200728,grant,"$526,007 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Arkansas,Little Rock,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of California, Inc.",Fresenius,20200728,grant,"$4,770,594 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,California,Santa Rosa,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Connecticut, Inc.",Fresenius,20200728,grant,"$610,070 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Connecticut,Plantsville,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Delaware Inc.,Fresenius,20200728,grant,"$992,865 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Delaware,Newark,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Florida, Inc.",Fresenius,20200728,grant,"$8,835,300 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Florida,Tallahassee,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Georgia, Inc",Fresenius,20200728,grant,"$5,009,546 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Georgia,Atlanta,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Indiana Inc,Fresenius,20200728,grant,"$1,247,713 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Indiana,Jeffersonville,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Kentucky, Inc.",Fresenius,20200728,grant,"$2,705,328 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Kentucky,Louisville,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Louisiana, LLC",Fresenius,20200728,grant,"$7,232,141 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Louisiana,Houma,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Maine, Inc.",Fresenius,20200728,grant,"$1,040,118 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Maine,Gardiner,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Maryland, Inc.",Fresenius,20200728,grant,"$2,183,422 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Maryland,Fort Washington,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Massachusetts, Inc.",Fresenius,20200728,grant,"$4,377,298 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Massachusetts,Worcester,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Michigan Inc,Fresenius,20200728,grant,"$3,905,854 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Michigan,Wixom,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Minnesota, Inc.",Fresenius,20200728,grant,"$2,364,239 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Minnesota,Golden Valley,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Mississippi, Inc.",Fresenius,20200728,grant,"$2,185,402 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Mississippi,Biloxi,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Missouri, Inc.",Fresenius,20200728,grant,"$1,862,952 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Missouri,Florissant,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Nevada, LLC",Fresenius,20200728,grant,"$878,527 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Nevada,Las Vegas,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of New Hampshire, Inc.",Fresenius,20200728,grant,"$1,119,019 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,New Hampshire,Nashua,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of New Jersey, Inc.",Fresenius,20200728,grant,"$1,936,793 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,New Jersey,Edison,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of New Mexico Inc,Fresenius,20200728,grant,"$1,428,024 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,New Mexico,Clovis,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of North Carolina, Inc.",Fresenius,20200728,grant,"$12,817,053 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,North Carolina,High Point,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Ohio, Inc.",Fresenius,20200728,grant,"$2,744,820 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Ohio,Toledo,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Oklahoma, Inc.",Fresenius,20200728,grant,"$500,750 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Oklahoma,Shawnee,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Pennsylvania Inc,Fresenius,20200728,grant,"$4,954,168 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Pennsylvania,Phoenixville,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Puerto Rico, Inc.",Fresenius,20200728,grant,"$915,809 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Puerto Rico,Hato Rey,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of South Carolina, Inc.",Fresenius,20200728,grant,"$4,030,254 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,South Carolina,Orangeburg,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Tennessee, Inc.",Fresenius,20200728,grant,"$3,152,540 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Tennessee,Memphis,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Bio-Medical Applications Of Texas Inc,Fresenius,20200728,grant,"$15,042,248 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Texas,Orange,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Virginia, Inc",Fresenius,20200728,grant,"$3,869,783 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Virginia,Fredericksburg,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of West Virginia, Inc.",Fresenius,20200728,grant,"$2,003,036 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,West Virginia,Weston,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
"Bio-Medical Applications Of Wisconsin, Inc",Fresenius,20200728,grant,"$1,010,245 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Wisconsin,Manitowoc,,,,,,0,,publicly traded,,,Germany,healthcare services,dialysis services,"120,659",0,"$980,000 ",,"$11,204,456 ","$87,842,592 ","$5,152,367 ","$235,215,273 ",,"$5,798,000 ",$0 ,$0 ,no,no,yes,yes,yes,yes,,,,fresenius,fresenius
Brigham & Womens Hospital Inc,Partners HealthCare,20200728,grant,"$68,312,098 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Massachusetts,Boston,,,,,,0,,non-profit,,Massachusetts,USA,healthcare services,healthcare services,0,0,"$11,003 ",,$0 ,$0 ,"$2,452,592 ","$2,074,000 ",,$0 ,$0 ,$0 ,no,no,no,yes,yes,no,,,,partners-healthcare,
"Brigham And Women'S Faulkner Hospital, Inc.",Partners HealthCare,20200728,grant,"$23,540,070 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Massachusetts,Jamaica Plain,,,,,,0,,non-profit,,Massachusetts,USA,healthcare services,healthcare services,0,0,"$11,003 ",,$0 ,$0 ,"$2,452,592 ","$2,074,000 ",,$0 ,$0 ,$0 ,no,no,no,yes,yes,no,,,,partners-healthcare,
Chca Clear Lake Lp,HCA Healthcare,20200728,grant,"$9,766,306 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Texas,Texas City,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Chca Conroe L P,HCA Healthcare,20200728,grant,"$4,425,655 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Texas,Conroe,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Chca West Houston Lp,HCA Healthcare,20200728,grant,"$3,760,768 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Texas,Houston,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Chca Womans Hospital Lp,HCA Healthcare,20200728,grant,"$7,865,212 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Texas,Houston,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Hospital At Medical City Dallas Subsidiary Lp,HCA Healthcare,20200728,grant,"$19,402,477 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Texas,Dallas,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
Columbia Medical Center Of Arlington Subsidiary Lp,HCA Healthcare,20200728,grant,"$6,238,744 ",$0 ,Health and Human Services Department,"Provider Relief Fund - General Distribution ($500,00 and up)",,https://data.cdc.gov/Administrative/HRSA-Provider-Relief-Fund-General-Allocation/kh8y-3es6/data,,Texas,Arlington,,,,,,0,,publicly traded,HCA,Tennessee,USA,healthcare services,hospitals,"280,000",0,"$145,029 ",16.90%,"$81,031,870 ","$45,045,842 ","$196,572 ","$8,600,000 ",478 to 1,"$26,788,251 ","$56,012 ",$0 ,no,no,yes,no,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,,hca-healthcare,hca-holdings
