Recipient Company,Parent Company,Award Date,Award Type,Grant Amount,Face Loan Amount,Awarding Agency,Program Name,Award Details,Data Source for Award,Facility Name,Facility State,Facility City,Facility Street Address,Facility Zip Code,Facility Congressional District,Facility NAICS Code,PPP Lender,Jobs Retained,Notes,Ownership Structure,Stock Ticker Symbol,Parent Headquarters State,Parent Headquarters Country,Parent Sector,Parent Industry,Parent Total Workforce at end of 2019,Parent Latest Workforce Size,Parent Employment-related Penalties Since 2010,Parent Federal Corporate Income Tax Rate,"Parent Total Federal, State, and Local Subsidies Since 2010",Parent Government-contracting-related Penalties Since 2010,Parent Environmental / Healthcare / Safety Penalties Since 2010,Parent Consumer Protection / Financial / Competition-related Penaties Since 2010,Parent Ratio of CEO Pay to that of Median Worker,CEO Pay,Median Worker Pay,Parent TARP Loans Received During Financial Crisis,Employment Issues,Tax/Subsidy Issues,Government Contracting Issues,Environment/Safety Issues,Consumer Protection Issues,CEO Compensation Issues,POGO Link,Just Capital Link,Follow The Money Link,Violation Tracker Link,Subsidy Tracker Link
AVALONBAY COMMUNITIES,AvalonBay Communities,20200710,loan,$0 ,"$1,054,464 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,AVB,Virginia,USA,real estate,real estate,"3,122",0,$0 ,,$0 ,$0 ,"$54,000 ","$34,000 ",154 to 1,"$10,921,362 ","$70,917 ",$0 ,no,no,no,no,no,yes,,,,avalonbay-communities,avalonbay-communities
AVANGRID INC,Iberdrola,20200710,loan,$0 ,"$1,086,590 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Spain,utilities and power generation,utilities,"35,374",0,"$114,083 ",,$0 ,$0 ,"$138,520 ",$0 ,,"$7,379,957 ",$0 ,$0 ,no,no,no,no,no,yes,,,,iberdrola,iberdrola
AVANGRID INC,Iberdrola,20200710,loan,$0 ,"$2,199,660 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Spain,utilities and power generation,utilities,"35,374",0,"$114,083 ",,$0 ,$0 ,"$138,520 ",$0 ,,"$7,379,957 ",$0 ,$0 ,no,no,no,no,no,yes,,,,iberdrola,iberdrola
BEST BUY CO INC,Best Buy,20200710,loan,$0 ,"$1,037,895 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BBY,Minnesota,USA,retailing,retail-consumer electronics,"125,000",0,"$16,895,191 ",,$0 ,$0 ,"$3,936,807 ",$0 ,438 to 1,"$11,440,663 ","$27,005 ",$0 ,yes,no,no,yes,no,yes,,,,best-buy,best-buy
BMW US CAPITAL LLC,BMW,20200710,loan,$0 ,"$4,334,529 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"2,847,434",0,"$1,600,000 ",,$0 ,$0 ,"$3,034,900 ","$2,165,518 ",,"$5,225,597 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,bmw,bmw
BMW US CAPITAL LLC,BMW,20200710,loan,$0 ,"$2,029,422 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"2,847,434",0,"$1,600,000 ",,$0 ,$0 ,"$3,034,900 ","$2,165,518 ",,"$5,225,597 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,bmw,bmw
BMW US CAPITAL LLC,BMW,20200710,loan,$0 ,"$2,240,667 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"2,847,434",0,"$1,600,000 ",,$0 ,$0 ,"$3,034,900 ","$2,165,518 ",,"$5,225,597 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,bmw,bmw
BMW US CAPITAL LLC,BMW,20200710,loan,$0 ,"$4,103,642 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"2,847,434",0,"$1,600,000 ",,$0 ,$0 ,"$3,034,900 ","$2,165,518 ",,"$5,225,597 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,bmw,bmw
BMW US CAPITAL LLC,BMW,20200710,loan,$0 ,"$4,335,400 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,,,Germany,motor vehicles,motor vehicles,"2,847,434",0,"$1,600,000 ",,$0 ,$0 ,"$3,034,900 ","$2,165,518 ",,"$5,225,597 ",$0 ,$0 ,yes,no,no,yes,yes,yes,,,,bmw,bmw
BOOKING HOLDINGS INC,Booking Holdings,20200710,loan,$0 ,"$4,521,920 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BKNG,Connecticut,USA,miscellaneous services,travel services,"26,400",0,$0 ,,$0 ,$0 ,$0 ,"$13,325,000 ",293 to 1,"$14,768,526 ","$50,418 ",$0 ,no,no,no,no,yes,yes,,,,booking-holdings,booking-holdings
BOSTON PROPERTIES LP,Boston Properties,20200710,loan,$0 ,"$3,264,298 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BXP,Massachusetts,USA,real estate,real estate,760,0,$0 ,,$0 ,$0 ,$0 ,$0 ,103 to 1,"$11,917,600 ","$115,266 ",$0 ,no,no,no,no,no,yes,,,,,boston-properties
BOSTON SCIENTIFIC CORP,Boston Scientific,20200710,loan,$0 ,"$2,582,761 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BSX,Massachusetts,USA,medical equipment and supplies,medical devices,"36,000",0,"$15,200,000 ",,$0 ,"$9,250,000 ","$326,137,560 ",$0 ,240 to 1,"$15,764,140 ","$65,630 ",$0 ,yes,no,yes,yes,no,yes,,,,boston-scientific,boston-scientific
BP CAP MARKETS AMERICA,BP,20200710,loan,$0 ,"$2,107,353 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BP,,United Kingdom,oil and gas,oil & gas,"70,100",0,"$5,400,000 ",,"$201,611,323 ","$127,689,800 ","$27,065,801,911 ","$780,000,000 ",,"$13,234,000 ",$0 ,$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/61/bp-p-l-c,,,bp,bp
BP CAP MARKETS AMERICA,BP,20200710,loan,$0 ,"$2,090,378 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BP,,United Kingdom,oil and gas,oil & gas,"70,100",0,"$5,400,000 ",,"$201,611,323 ","$127,689,800 ","$27,065,801,911 ","$780,000,000 ",,"$13,234,000 ",$0 ,$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/61/bp-p-l-c,,,bp,bp
BP CAP MARKETS AMERICA,BP,20200710,loan,$0 ,"$3,074,244 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BP,,United Kingdom,oil and gas,oil & gas,"70,100",0,"$5,400,000 ",,"$201,611,323 ","$127,689,800 ","$27,065,801,911 ","$780,000,000 ",,"$13,234,000 ",$0 ,$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/61/bp-p-l-c,,,bp,bp
BP CAP MARKETS AMERICA,BP,20200710,loan,$0 ,"$7,456,992 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BP,,United Kingdom,oil and gas,oil & gas,"70,100",0,"$5,400,000 ",,"$201,611,323 ","$127,689,800 ","$27,065,801,911 ","$780,000,000 ",,"$13,234,000 ",$0 ,$0 ,yes,yes,yes,yes,yes,yes,http://www.contractormisconduct.org/contractors/61/bp-p-l-c,,,bp,bp
BRISTOL-MYERS SQUIBB CO,Bristol-Myers Squibb,20200710,loan,$0 ,"$3,316,999 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BMY,New York,USA,pharmaceuticals,pharmaceuticals,"30,000",0,$0 ,,$0 ,"$307,600,000 ","$19,540,665 ","$45,600,000 ",152 to 1,"$18,767,253 ","$123,365 ",$0 ,no,no,yes,yes,yes,yes,,,,bristol-myers-squibb,bristol-myers-squibb
BRISTOL-MYERS SQUIBB CO,Bristol-Myers Squibb,20200710,loan,$0 ,"$3,356,347 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BMY,New York,USA,pharmaceuticals,pharmaceuticals,"30,000",0,$0 ,,$0 ,"$307,600,000 ","$19,540,665 ","$45,600,000 ",152 to 1,"$18,767,253 ","$123,365 ",$0 ,no,no,yes,yes,yes,yes,,,,bristol-myers-squibb,bristol-myers-squibb
BRISTOL-MYERS SQUIBB CO,Bristol-Myers Squibb,20200710,loan,$0 ,"$4,376,087 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BMY,New York,USA,pharmaceuticals,pharmaceuticals,"30,000",0,$0 ,,$0 ,"$307,600,000 ","$19,540,665 ","$45,600,000 ",152 to 1,"$18,767,253 ","$123,365 ",$0 ,no,no,yes,yes,yes,yes,,,,bristol-myers-squibb,bristol-myers-squibb
BROWN-FORMAN CORP,Brown-Forman,20200710,loan,$0 ,"$1,695,696 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,BF.B,Kentucky,USA,beverages,beverages,"4,800",0,$0 ,,$0 ,$0 ,"$58,450 ",$0 ,107 to 1,"$6,196,407 ","$58,120 ",$0 ,no,no,no,no,no,yes,,,,brown-forman,brown-forman
CARRIER GLOBAL CORP,Carrier Global Corporation,20200710,loan,$0 ,"$3,086,163 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CARR,Florida,USA,building materials,air conditioning equipment,"53,000",0,"$16,243 ",,$0 ,$0 ,"$47,180 ","$12,000 ",,"$7,739,280 ",$0 ,$0 ,no,no,no,no,no,yes,,,,carrier-global-corporation,
CARRIER GLOBAL CORP,Carrier Global Corporation,20200710,loan,$0 ,"$2,052,053 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CARR,Florida,USA,building materials,air conditioning equipment,"53,000",0,"$16,243 ",,$0 ,$0 ,"$47,180 ","$12,000 ",,"$7,739,280 ",$0 ,$0 ,no,no,no,no,no,yes,,,,carrier-global-corporation,
CATERPILLAR FINL SERVICE,Caterpillar,20200710,loan,$0 ,"$3,104,382 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CAT,Illinois,USA,heavy equipment,construction equipment,"102,300",0,"$16,623,239 ",4.90%,"$199,841,565 ",$0 ,"$28,136,693 ","$26,350 ",530 to 1,"$34,519,129 ","$65,132 ",$0 ,yes,yes,no,yes,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=519,caterpillar,caterpillar
CATERPILLAR FINL SERVICE,Caterpillar,20200710,loan,$0 ,"$4,153,557 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CAT,Illinois,USA,heavy equipment,construction equipment,"102,300",0,"$16,623,239 ",4.90%,"$199,841,565 ",$0 ,"$28,136,693 ","$26,350 ",530 to 1,"$34,519,129 ","$65,132 ",$0 ,yes,yes,no,yes,no,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=519,caterpillar,caterpillar
CHEVRON CORP,Chevron,20200710,loan,$0 ,"$4,074,332 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CVX,California,USA,oil and gas,oil & gas,"48,200",0,"$6,805,785 ",-4%,"$30,394,511 ","$10,490,700 ","$209,968,911 ","$167,855 ",236 to 1,"$33,070,662 ","$1,400,963 ",$0 ,yes,yes,yes,yes,no,yes,http://www.contractormisconduct.org/contractors/140/chevrontexaco-corporation,,https://www.followthemoney.org/entity-details?eid=566,chevron,chevron
CHUBB INA HOLDINGS INC,Chubb Limited,20200710,loan,$0 ,"$3,174,609 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CB,,Switzerland,financial services,insurance,"33,000",0,"$6,000,000 ",,$0 ,$0 ,$0 ,"$4,995,804 ",309 to 1,"$20,475,070 ","$66,372 ",$0 ,yes,no,no,no,yes,yes,,,,chubb-limited,chubb-limited
CHUBB INA HOLDINGS INC,Chubb Limited,20200710,loan,$0 ,"$2,227,265 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CB,,Switzerland,financial services,insurance,"33,000",0,"$6,000,000 ",,$0 ,$0 ,$0 ,"$4,995,804 ",309 to 1,"$20,475,070 ","$66,372 ",$0 ,yes,no,no,no,yes,yes,,,,chubb-limited,chubb-limited
CIGNA CORP,Cigna,20200710,loan,$0 ,"$5,515,492 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CI,Connecticut,USA,healthcare services,insurance; managed care,"73,700",0,"$43,402,856 ",,$0 ,"$8,403,500 ","$3,602,625 ","$74,936,868 ",307 to 1,"$19,303,032 ","$62,946 ",$0 ,yes,no,yes,yes,yes,yes,,,,cigna,cigna
CIGNA CORP,Cigna,20200710,loan,$0 ,"$6,617,385 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CI,Connecticut,USA,healthcare services,insurance; managed care,"73,700",0,"$43,402,856 ",,$0 ,"$8,403,500 ","$3,602,625 ","$74,936,868 ",307 to 1,"$19,303,032 ","$62,946 ",$0 ,yes,no,yes,yes,yes,yes,,,,cigna,cigna
CINTAS CORPORATION NO. 2,Cintas,20200710,loan,$0 ,"$1,570,613 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CTAS,Ohio,USA,business services,business services,"40,000",0,"$35,339,654 ",,$0 ,$0 ,"$3,481,695 ",$0 ,165 to 1,"$8,621,245 ","$52,302 ",$0 ,yes,no,no,yes,no,yes,,,,cintas,cintas
CISCO SYSTEMS INC,Cisco Systems,20200710,loan,$0 ,"$2,120,740 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CSCO,California,USA,electrical and electronic equipment,electronic equipment,"75,900",0,"$2,000,000 ",,$0 ,"$48,000,000 ","$5,000 ","$6,000,000 ",181 to 1,"$25,829,833 ","$142,593 ",$0 ,yes,no,yes,no,yes,yes,,,,cisco-systems,cisco-systems
CISCO SYSTEMS INC,Cisco Systems,20200710,loan,$0 ,"$2,107,513 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CSCO,California,USA,electrical and electronic equipment,electronic equipment,"75,900",0,"$2,000,000 ",,$0 ,"$48,000,000 ","$5,000 ","$6,000,000 ",181 to 1,"$25,829,833 ","$142,593 ",$0 ,yes,no,yes,no,yes,yes,,,,cisco-systems,cisco-systems
CNH INDUSTRIAL CAP LLC,CNH Industrial,20200710,loan,$0 ,"$1,040,800 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CNHI,,United Kingdom,agribusiness,agricultural equipment,"63,499",0,"$5,960 ",,$0 ,$0 ,"$151,281 ",$0 ,110 to 1,"$9,442,832 ","$60,500 ",$0 ,no,no,no,no,no,yes,,,,cnh-industrial,cnh-industrial
CNH INDUSTRIAL CAP LLC,CNH Industrial,20200710,loan,$0 ,"$2,171,327 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CNHI,,United Kingdom,agribusiness,agricultural equipment,"63,499",0,"$5,960 ",,$0 ,$0 ,"$151,281 ",$0 ,110 to 1,"$9,442,832 ","$60,500 ",$0 ,no,no,no,no,no,yes,,,,cnh-industrial,cnh-industrial
COCA-COLA CO/THE,Coca-Cola,20200710,loan,$0 ,"$1,110,077 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,KO,Georgia,USA,beverages,beverages,"86,200",0,"$4,090,454 ",,"$18,867,930 ",$0 ,"$757,660 ",$0 ,1657 to 1,"$18,701,149 ","$11,285 ",$0 ,yes,no,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=3412,coca-cola,coca-cola
COCA-COLA CO/THE,Coca-Cola,20200710,loan,$0 ,"$2,111,841 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,KO,Georgia,USA,beverages,beverages,"86,200",0,"$4,090,454 ",,"$18,867,930 ",$0 ,"$757,660 ",$0 ,1657 to 1,"$18,701,149 ","$11,285 ",$0 ,yes,no,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=3412,coca-cola,coca-cola
COCA-COLA CO/THE,Coca-Cola,20200710,loan,$0 ,"$3,286,030 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,KO,Georgia,USA,beverages,beverages,"86,200",0,"$4,090,454 ",,"$18,867,930 ",$0 ,"$757,660 ",$0 ,1657 to 1,"$18,701,149 ","$11,285 ",$0 ,yes,no,no,no,no,yes,,,https://www.followthemoney.org/entity-details?eid=3412,coca-cola,coca-cola
COMCAST CABLE COMMUNICAT,Comcast,20200710,loan,$0 ,"$7,333,998 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CMCSA,Pennsylvania,USA,telecommunications,telecommunications; media,"190,000",0,"$27,222,001 ",14.70%,"$738,210,405 ",$0 ,"$26,229,083 ","$38,100,000 ",461 to 1,"$36,384,957 ","$78,869 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=644,comcast,comcast
COMCAST CABLE COMMUNICAT,Comcast,20200710,loan,$0 ,"$4,890,886 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CMCSA,Pennsylvania,USA,telecommunications,telecommunications; media,"190,000",0,"$27,222,001 ",14.70%,"$738,210,405 ",$0 ,"$26,229,083 ","$38,100,000 ",461 to 1,"$36,384,957 ","$78,869 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=644,comcast,comcast
COMCAST CORP,Comcast,20200710,loan,$0 ,"$3,197,886 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CMCSA,Pennsylvania,USA,telecommunications,telecommunications; media,"190,000",0,"$27,222,001 ",14.70%,"$738,210,405 ",$0 ,"$26,229,083 ","$38,100,000 ",461 to 1,"$36,384,957 ","$78,869 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=644,comcast,comcast
COMCAST CORP,Comcast,20200710,loan,$0 ,"$5,450,533 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CMCSA,Pennsylvania,USA,telecommunications,telecommunications; media,"190,000",0,"$27,222,001 ",14.70%,"$738,210,405 ",$0 ,"$26,229,083 ","$38,100,000 ",461 to 1,"$36,384,957 ","$78,869 ",$0 ,yes,yes,no,yes,yes,yes,,https://justcapital.com/reports/the-covid-19-corporate-response-tracker-how-americas-largest-employers-are-treating-stakeholders-amid-the-coronavirus-crisis/,https://www.followthemoney.org/entity-details?eid=644,comcast,comcast
CONAGRA BRANDS INC,ConAgra Brands,20200710,loan,$0 ,"$2,228,496 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CAG,Nebraska,USA,food products,food products,"18,000",0,"$3,663,692 ",,$0 ,$0 ,"$15,175,330 ","$113,666,667 ",316 to 1,"$14,392,748 ","$45,590 ",$0 ,yes,no,no,yes,yes,yes,,,,conagra-brands,conagra-brands
CONNECTICUT LIGHT & PWR,EverSource Energy,20200710,loan,$0 ,"$2,107,517 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,ES,Massachusetts,USA,utilities and power generation,utilities,"8,234",0,"$250,000 ",8.10%,"$22,182,393 ",$0 ,"$201,101 ","$44,700,000 ",148 to 1,"$19,806,088 ","$133,899 ",$0 ,no,yes,no,no,yes,yes,,,,eversource-energy,eversource-energy
CONOCOPHILLIPS COMPANY,ConocoPhillips,20200710,loan,$0 ,"$2,090,640 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,COP,Texas,USA,oil and gas,oil & gas,"10,400",0,"$15,500,000 ",,$0 ,$0 ,"$3,050,143 ",$0 ,163 to 1,"$30,363,744 ","$186,334 ",$0 ,yes,no,no,yes,no,yes,,,,conocophillips,conocophillips
CONTINENTAL RESOURCES,Continental Resources,20200710,loan,$0 ,"$2,506,347 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,CLR,Oklahoma,USA,oil and gas,oil & gas,"1,260",0,$0 ,,$0 ,$0 ,"$74,364 ",$0 ,100 to 1,"$12,746,088 ","$127,231 ",$0 ,no,no,no,no,no,yes,,,,continental-resources,continental-resources
COSTCO WHOLESALE CORP,Costco,20200710,loan,$0 ,"$1,085,854 ",Federal Reserve,Secondary Market Corporate Credit Facility,Amount represents the purchase price of company bonds bought by the Fed.,https://www.federalreserve.gov/publications/reports-to-congress-in-response-to-covid-19.htm,, ,,,,,,,0,,publicly traded,COST,Washington,USA,retailing,retail,"254,000",0,"$28,563,959 ",,$0 ,$0 ,"$18,160,019 ","$4,105,000 ",169 to 1,"$8,016,200 ","$47,312 ",$0 ,yes,no,no,yes,yes,yes,,,,costco,costco
