NAICSCode,naics_lvl_1,naics_lvl_2,naics_lvl_3,naics_lvl_4,naics_lvl_5
424490,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Grocery and Related Product Merchant Wholesalers,Other Grocery and Related Products Merchant Wholesalers,Other Grocery and Related Products Merchant Wholesalers
424510,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Farm Product Raw Material Merchant Wholesalers,Grain and Field Bean Merchant Wholesalers,Grain and Field Bean Merchant Wholesalers
424520,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Farm Product Raw Material Merchant Wholesalers,Livestock Merchant Wholesalers,Livestock Merchant Wholesalers
424590,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Farm Product Raw Material Merchant Wholesalers,Other Farm Product Raw Material Merchant Wholesalers,Other Farm Product Raw Material Merchant Wholesalers
424610,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Chemical and Allied Products Merchant Wholesalers,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
424690,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers
424710,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Petroleum and Petroleum Products Merchant Wholesalers,Petroleum Bulk Stations and Terminals,Petroleum Bulk Stations and Terminals
424720,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Petroleum and Petroleum Products Merchant Wholesalers,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)
424810,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",Beer and Ale Merchant Wholesalers,Beer and Ale Merchant Wholesalers
424820,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods","Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",Wine and Distilled Alcoholic Beverage Merchant Wholesalers,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
424910,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Miscellaneous Nondurable Goods Merchant Wholesalers,Farm Supplies Merchant Wholesalers,Farm Supplies Merchant Wholesalers
424920,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Miscellaneous Nondurable Goods Merchant Wholesalers,"Book, Periodical, and Newspaper Merchant Wholesalers","Book, Periodical, and Newspaper Merchant Wholesalers"
424930,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Miscellaneous Nondurable Goods Merchant Wholesalers,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
424940,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Miscellaneous Nondurable Goods Merchant Wholesalers,Tobacco and Tobacco Product Merchant Wholesalers,Tobacco and Tobacco Product Merchant Wholesalers
424950,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Miscellaneous Nondurable Goods Merchant Wholesalers,"Paint, Varnish, and Supplies Merchant Wholesalers","Paint, Varnish, and Supplies Merchant Wholesalers"
424990,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods",Miscellaneous Nondurable Goods Merchant Wholesalers,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Other Miscellaneous Nondurable Goods Merchant Wholesalers
425110,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers,Business to Business Electronic Markets,Business to Business Electronic Markets
425120,Wholesale Trade,Wholesale Electronic Markets and Agents and Brokers,Wholesale Electronic Markets and Agents and Brokers,Wholesale Trade Agents and Brokers,Wholesale Trade Agents and Brokers
441110,Retail Trade,Motor Vehicle and Parts Dealers,Automobile Dealers,New Car Dealers,New Car Dealers
441120,Retail Trade,Motor Vehicle and Parts Dealers,Automobile Dealers,Used Car Dealers,Used Car Dealers
441210,Retail Trade,Motor Vehicle and Parts Dealers,Other Motor Vehicle Dealers,Recreational Vehicle Dealers,Recreational Vehicle Dealers
441222,Retail Trade,Motor Vehicle and Parts Dealers,Other Motor Vehicle Dealers,"Motorcycle, Boat, and Other Motor Vehicle Dealers",Boat Dealers
441228,Retail Trade,Motor Vehicle and Parts Dealers,Other Motor Vehicle Dealers,"Motorcycle, Boat, and Other Motor Vehicle Dealers","Motorcycle, ATV, and All Other Motor Vehicle Dealers"
441310,Retail Trade,Motor Vehicle and Parts Dealers,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,Automotive Parts and Accessories Stores
441320,Retail Trade,Motor Vehicle and Parts Dealers,"Automotive Parts, Accessories, and Tire Stores",Tire Dealers,Tire Dealers
442110,Retail Trade,Furniture and Home Furnishings Stores,Furniture Stores,Furniture Stores,Furniture Stores
442210,Retail Trade,Furniture and Home Furnishings Stores,Home Furnishings Stores,Floor Covering Stores,Floor Covering Stores
442291,Retail Trade,Furniture and Home Furnishings Stores,Home Furnishings Stores,Other Home Furnishings Stores,Window Treatment Stores
442299,Retail Trade,Furniture and Home Furnishings Stores,Home Furnishings Stores,Other Home Furnishings Stores,All Other Home Furnishings Stores
443141,Retail Trade,Electronics and Appliance Stores,Electronics and Appliance Stores,Electronics and Appliance Stores,Household Appliance Stores
443142,Retail Trade,Electronics and Appliance Stores,Electronics and Appliance Stores,Electronics and Appliance Stores,Electronics Stores
444110,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers,Home Centers,Home Centers
444120,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers,Paint and Wallpaper Stores,Paint and Wallpaper Stores
444130,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers,Hardware Stores,Hardware Stores
444190,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Building Material and Supplies Dealers,Other Building Material Dealers,Other Building Material Dealers
444210,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Lawn and Garden Equipment and Supplies Stores,Outdoor Power Equipment Stores,Outdoor Power Equipment Stores
444220,Retail Trade,Building Material and Garden Equipment and Supplies Dealers,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores","Nursery, Garden Center, and Farm Supply Stores"
445110,Retail Trade,Food and Beverage Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,Supermarkets and Other Grocery (except Convenience) Stores
445120,Retail Trade,Food and Beverage Stores,Grocery Stores,Convenience Stores,Convenience Stores
445210,Retail Trade,Food and Beverage Stores,Specialty Food Stores,Meat Markets,Meat Markets
445220,Retail Trade,Food and Beverage Stores,Specialty Food Stores,Fish and Seafood Markets,Fish and Seafood Markets
445230,Retail Trade,Food and Beverage Stores,Specialty Food Stores,Fruit and Vegetable Markets,Fruit and Vegetable Markets
445291,Retail Trade,Food and Beverage Stores,Specialty Food Stores,Other Specialty Food Stores,Baked Goods Stores
445292,Retail Trade,Food and Beverage Stores,Specialty Food Stores,Other Specialty Food Stores,Confectionery and Nut Stores
445299,Retail Trade,Food and Beverage Stores,Specialty Food Stores,Other Specialty Food Stores,All Other Specialty Food Stores
445310,Retail Trade,Food and Beverage Stores,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores"
446110,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores,Pharmacies and Drug Stores,Pharmacies and Drug Stores
446120,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores","Cosmetics, Beauty Supplies, and Perfume Stores"
446130,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores,Optical Goods Stores,Optical Goods Stores
446191,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores,Other Health and Personal Care Stores,Food (Health) Supplement Stores
446199,Retail Trade,Health and Personal Care Stores,Health and Personal Care Stores,Other Health and Personal Care Stores,All Other Health and Personal Care Stores
447110,Retail Trade,Gasoline Stations,Gasoline Stations,Gasoline Stations with Convenience Stores,Gasoline Stations with Convenience Stores
447190,Retail Trade,Gasoline Stations,Gasoline Stations,Other Gasoline Stations,Other Gasoline Stations
448110,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores,Men's Clothing Stores,Men's Clothing Stores
448120,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores,Women's Clothing Stores,Women's Clothing Stores
448130,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores,Children's and Infants' Clothing Stores,Children's and Infants' Clothing Stores
448140,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores,Family Clothing Stores,Family Clothing Stores
448150,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores,Clothing Accessories Stores,Clothing Accessories Stores
448190,Retail Trade,Clothing and Clothing Accessories Stores,Clothing Stores,Other Clothing Stores,Other Clothing Stores
448210,Retail Trade,Clothing and Clothing Accessories Stores,Shoe Stores,Shoe Stores,Shoe Stores
448310,Retail Trade,Clothing and Clothing Accessories Stores,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,Jewelry Stores
448320,Retail Trade,Clothing and Clothing Accessories Stores,"Jewelry, Luggage, and Leather Goods Stores",Luggage and Leather Goods Stores,Luggage and Leather Goods Stores
451110,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,Sporting Goods Stores
451120,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores","Hobby, Toy, and Game Stores"
451130,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores","Sewing, Needlework, and Piece Goods Stores","Sewing, Needlework, and Piece Goods Stores"
451140,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores","Sporting Goods, Hobby, and Musical Instrument Stores",Musical Instrument and Supplies Stores,Musical Instrument and Supplies Stores
451211,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Book Stores and News Dealers,Book Stores and News Dealers,Book Stores
451212,Retail Trade,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",Book Stores and News Dealers,Book Stores and News Dealers,News Dealers and Newsstands
452210,Retail Trade,General Merchandise Stores,Department Stores,Department Stores,Department Stores
452311,Retail Trade,General Merchandise Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters","General Merchandise Stores, including Warehouse Clubs and Supercenters",Warehouse Clubs and Supercenters
452319,Retail Trade,General Merchandise Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters","General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores
453110,Retail Trade,Miscellaneous Store Retailers,Florists,Florists,Florists
453210,Retail Trade,Miscellaneous Store Retailers,"Office Supplies, Stationery, and Gift Stores",Office Supplies and Stationery Stores,Office Supplies and Stationery Stores
453220,Retail Trade,Miscellaneous Store Retailers,"Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores","Gift, Novelty, and Souvenir Stores"
453310,Retail Trade,Miscellaneous Store Retailers,Used Merchandise Stores,Used Merchandise Stores,Used Merchandise Stores
453910,Retail Trade,Miscellaneous Store Retailers,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,Pet and Pet Supplies Stores
453920,Retail Trade,Miscellaneous Store Retailers,Other Miscellaneous Store Retailers,Art Dealers,Art Dealers
453930,Retail Trade,Miscellaneous Store Retailers,Other Miscellaneous Store Retailers,Manufactured (Mobile) Home Dealers,Manufactured (Mobile) Home Dealers
453991,Retail Trade,Miscellaneous Store Retailers,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers,Tobacco Stores
453998,Retail Trade,Miscellaneous Store Retailers,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores)
454110,Retail Trade,Nonstore Retailers,Electronic Shopping and Mail-Order Houses,Electronic Shopping and Mail-Order Houses,Electronic Shopping and Mail-Order Houses
454210,Retail Trade,Nonstore Retailers,Vending Machine Operators,Vending Machine Operators,Vending Machine Operators
454310,Retail Trade,Nonstore Retailers,Direct Selling Establishments,Fuel Dealers,Fuel Dealers
454390,Retail Trade,Nonstore Retailers,Direct Selling Establishments,Other Direct Selling Establishments,Other Direct Selling Establishments
481111,Transportation and Warehousing,Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Passenger Air Transportation
481112,Transportation and Warehousing,Air Transportation,Scheduled Air Transportation,Scheduled Air Transportation,Scheduled Freight Air Transportation
481211,Transportation and Warehousing,Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Chartered Passenger Air Transportation
481212,Transportation and Warehousing,Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Nonscheduled Chartered Freight Air Transportation
481219,Transportation and Warehousing,Air Transportation,Nonscheduled Air Transportation,Nonscheduled Air Transportation,Other Nonscheduled Air Transportation
482111,Transportation and Warehousing,Rail Transportation,Rail Transportation,Rail Transportation,Line-Haul Railroads
482112,Transportation and Warehousing,Rail Transportation,Rail Transportation,Rail Transportation,Short Line Railroads
483111,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation",Deep Sea Freight Transportation
483112,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation",Deep Sea Passenger Transportation
483113,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation",Coastal and Great Lakes Freight Transportation
483114,Transportation and Warehousing,Water Transportation,"Deep Sea, Coastal, and Great Lakes Water Transportation","Deep Sea, Coastal, and Great Lakes Water Transportation",Coastal and Great Lakes Passenger Transportation
483211,Transportation and Warehousing,Water Transportation,Inland Water Transportation,Inland Water Transportation,Inland Water Freight Transportation
483212,Transportation and Warehousing,Water Transportation,Inland Water Transportation,Inland Water Transportation,Inland Water Passenger Transportation
484110,Transportation and Warehousing,Truck Transportation,General Freight Trucking,"General Freight Trucking, Local","General Freight Trucking, Local"
484121,Transportation and Warehousing,Truck Transportation,General Freight Trucking,"General Freight Trucking, Long-Distance","General Freight Trucking, Long-Distance, Truckload"
484122,Transportation and Warehousing,Truck Transportation,General Freight Trucking,"General Freight Trucking, Long-Distance","General Freight Trucking, Long-Distance, Less Than Truckload"
484210,Transportation and Warehousing,Truck Transportation,Specialized Freight Trucking,Used Household and Office Goods Moving,Used Household and Office Goods Moving
484220,Transportation and Warehousing,Truck Transportation,Specialized Freight Trucking,"Specialized Freight (except Used Goods) Trucking, Local","Specialized Freight (except Used Goods) Trucking, Local"
484230,Transportation and Warehousing,Truck Transportation,Specialized Freight Trucking,"Specialized Freight (except Used Goods) Trucking, Long-Distance","Specialized Freight (except Used Goods) Trucking, Long-Distance"
485111,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems,Mixed Mode Transit Systems
485112,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems,Commuter Rail Systems
485113,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems,Bus and Other Motor Vehicle Transit Systems
485119,Transportation and Warehousing,Transit and Ground Passenger Transportation,Urban Transit Systems,Urban Transit Systems,Other Urban Transit Systems
485210,Transportation and Warehousing,Transit and Ground Passenger Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation,Interurban and Rural Bus Transportation
485310,Transportation and Warehousing,Transit and Ground Passenger Transportation,Taxi and Limousine Service,Taxi Service,Taxi Service
485320,Transportation and Warehousing,Transit and Ground Passenger Transportation,Taxi and Limousine Service,Limousine Service,Limousine Service
485410,Transportation and Warehousing,Transit and Ground Passenger Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation,School and Employee Bus Transportation
485510,Transportation and Warehousing,Transit and Ground Passenger Transportation,Charter Bus Industry,Charter Bus Industry,Charter Bus Industry
485991,Transportation and Warehousing,Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Special Needs Transportation
485999,Transportation and Warehousing,Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,Other Transit and Ground Passenger Transportation,All Other Transit and Ground Passenger Transportation
486110,Transportation and Warehousing,Pipeline Transportation,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil,Pipeline Transportation of Crude Oil
486210,Transportation and Warehousing,Pipeline Transportation,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas,Pipeline Transportation of Natural Gas
486910,Transportation and Warehousing,Pipeline Transportation,Other Pipeline Transportation,Pipeline Transportation of Refined Petroleum Products,Pipeline Transportation of Refined Petroleum Products
486990,Transportation and Warehousing,Pipeline Transportation,Other Pipeline Transportation,All Other Pipeline Transportation,All Other Pipeline Transportation
487110,Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land","Scenic and Sightseeing Transportation, Land"
487210,Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water","Scenic and Sightseeing Transportation, Water"
487990,Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other","Scenic and Sightseeing Transportation, Other"
488111,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Air Transportation,Airport Operations,Air Traffic Control
488119,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Air Transportation,Airport Operations,Other Airport Operations
488190,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Air Transportation,Other Support Activities for Air Transportation,Other Support Activities for Air Transportation
488210,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation,Support Activities for Rail Transportation
488310,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Port and Harbor Operations,Port and Harbor Operations
488320,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Marine Cargo Handling,Marine Cargo Handling
488330,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Navigational Services to Shipping,Navigational Services to Shipping
488390,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Water Transportation,Other Support Activities for Water Transportation,Other Support Activities for Water Transportation
488410,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Road Transportation,Motor Vehicle Towing,Motor Vehicle Towing
488490,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Road Transportation,Other Support Activities for Road Transportation,Other Support Activities for Road Transportation
488510,Transportation and Warehousing,Support Activities for Transportation,Freight Transportation Arrangement,Freight Transportation Arrangement,Freight Transportation Arrangement
488991,Transportation and Warehousing,Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation,Packing and Crating
488999,Transportation and Warehousing,Support Activities for Transportation,Other Support Activities for Transportation,Other Support Activities for Transportation,All Other Support Activities for Transportation
491110,Transportation and Warehousing,Postal Service,Postal Service,Postal Service,Postal Service
492110,Transportation and Warehousing,Couriers and Messengers,Couriers and Express Delivery Services,Couriers and Express Delivery Services,Couriers and Express Delivery Services
492210,Transportation and Warehousing,Couriers and Messengers,Local Messengers and Local Delivery,Local Messengers and Local Delivery,Local Messengers and Local Delivery
493110,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,General Warehousing and Storage,General Warehousing and Storage
493120,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,Refrigerated Warehousing and Storage,Refrigerated Warehousing and Storage
493130,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage
493190,Transportation and Warehousing,Warehousing and Storage,Warehousing and Storage,Other Warehousing and Storage,Other Warehousing and Storage
511110,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Newspaper Publishers,Newspaper Publishers
511120,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Periodical Publishers,Periodical Publishers
511130,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Book Publishers,Book Publishers
511140,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Directory and Mailing List Publishers,Directory and Mailing List Publishers
511191,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Other Publishers,Greeting Card Publishers
511199,Information,Publishing Industries (except Internet),"Newspaper, Periodical, Book, and Directory Publishers",Other Publishers,All Other Publishers
511210,Information,Publishing Industries (except Internet),Software Publishers,Software Publishers,Software Publishers
512110,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Production,Motion Picture and Video Production
512120,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Distribution,Motion Picture and Video Distribution
512131,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Exhibition,Motion Picture Theaters (except Drive-Ins)
512132,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Motion Picture and Video Exhibition,Drive-In Motion Picture Theaters
512191,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries,Teleproduction and Other Postproduction Services
512199,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries,Postproduction Services and Other Motion Picture and Video Industries,Other Motion Picture and Video Industries
512230,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Music Publishers,Music Publishers
512240,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Sound Recording Studios,Sound Recording Studios
512250,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Record Production and Distribution,Record Production and Distribution
512290,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries,Other Sound Recording Industries,Other Sound Recording Industries
515111,Information,Broadcasting (except Internet),Radio and Television Broadcasting,Radio Broadcasting,Radio Networks
515112,Information,Broadcasting (except Internet),Radio and Television Broadcasting,Radio Broadcasting,Radio Stations
515120,Information,Broadcasting (except Internet),Radio and Television Broadcasting,Television Broadcasting,Television Broadcasting
515210,Information,Broadcasting (except Internet),Cable and Other Subscription Programming,Cable and Other Subscription Programming,Cable and Other Subscription Programming
517311,Information,Telecommunications,Wired and Wireless Telecommunications Carriers,Wired and Wireless Telecommunications Carriers,Wired Telecommunications Carriers
517312,Information,Telecommunications,Wired and Wireless Telecommunications Carriers,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite)
517410,Information,Telecommunications,Satellite Telecommunications,Satellite Telecommunications,Satellite Telecommunications
517911,Information,Telecommunications,Other Telecommunications,Other Telecommunications,Telecommunications Resellers
517919,Information,Telecommunications,Other Telecommunications,Other Telecommunications,All Other Telecommunications
518210,Information,"Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services","Data Processing, Hosting, and Related Services"
519110,Information,Other Information Services,Other Information Services,News Syndicates,News Syndicates
519120,Information,Other Information Services,Other Information Services,Libraries and Archives,Libraries and Archives
519130,Information,Other Information Services,Other Information Services,Internet Publishing and Broadcasting and Web Search Portals,Internet Publishing and Broadcasting and Web Search Portals
519190,Information,Other Information Services,Other Information Services,All Other Information Services,All Other Information Services
521110,Finance and Insurance,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank,Monetary Authorities-Central Bank
522110,Finance and Insurance,Credit Intermediation and Related Activities,Depository Credit Intermediation,Commercial Banking,Commercial Banking
522120,Finance and Insurance,Credit Intermediation and Related Activities,Depository Credit Intermediation,Savings Institutions,Savings Institutions
522130,Finance and Insurance,Credit Intermediation and Related Activities,Depository Credit Intermediation,Credit Unions,Credit Unions
522190,Finance and Insurance,Credit Intermediation and Related Activities,Depository Credit Intermediation,Other Depository Credit Intermediation,Other Depository Credit Intermediation
522210,Finance and Insurance,Credit Intermediation and Related Activities,Nondepository Credit Intermediation,Credit Card Issuing,Credit Card Issuing
522220,Finance and Insurance,Credit Intermediation and Related Activities,Nondepository Credit Intermediation,Sales Financing,Sales Financing
522291,Finance and Insurance,Credit Intermediation and Related Activities,Nondepository Credit Intermediation,Other Nondepository Credit Intermediation,Consumer Lending
522292,Finance and Insurance,Credit Intermediation and Related Activities,Nondepository Credit Intermediation,Other Nondepository Credit Intermediation,Real Estate Credit
522293,Finance and Insurance,Credit Intermediation and Related Activities,Nondepository Credit Intermediation,Other Nondepository Credit Intermediation,International Trade Financing
522294,Finance and Insurance,Credit Intermediation and Related Activities,Nondepository Credit Intermediation,Other Nondepository Credit Intermediation,Secondary Market Financing
522298,Finance and Insurance,Credit Intermediation and Related Activities,Nondepository Credit Intermediation,Other Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation
522310,Finance and Insurance,Credit Intermediation and Related Activities,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,Mortgage and Nonmortgage Loan Brokers
522320,Finance and Insurance,Credit Intermediation and Related Activities,Activities Related to Credit Intermediation,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","Financial Transactions Processing, Reserve, and Clearinghouse Activities"
522390,Finance and Insurance,Credit Intermediation and Related Activities,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation
523110,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Securities and Commodity Contracts Intermediation and Brokerage,Investment Banking and Securities Dealing,Investment Banking and Securities Dealing
523120,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Securities and Commodity Contracts Intermediation and Brokerage,Securities Brokerage,Securities Brokerage
523130,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Securities and Commodity Contracts Intermediation and Brokerage,Commodity Contracts Dealing,Commodity Contracts Dealing
523140,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Securities and Commodity Contracts Intermediation and Brokerage,Commodity Contracts Brokerage,Commodity Contracts Brokerage
523210,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Securities and Commodity Exchanges,Securities and Commodity Exchanges,Securities and Commodity Exchanges
523910,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Other Financial Investment Activities,Miscellaneous Intermediation,Miscellaneous Intermediation
523920,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Other Financial Investment Activities,Portfolio Management,Portfolio Management
523930,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Other Financial Investment Activities,Investment Advice,Investment Advice
523991,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Other Financial Investment Activities,All Other Financial Investment Activities,"Trust, Fiduciary, and Custody Activities"
523999,Finance and Insurance,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",Other Financial Investment Activities,All Other Financial Investment Activities,Miscellaneous Financial Investment Activities
524113,Finance and Insurance,Insurance Carriers and Related Activities,Insurance Carriers,"Direct Life, Health, and Medical Insurance Carriers",Direct Life Insurance Carriers
524114,Finance and Insurance,Insurance Carriers and Related Activities,Insurance Carriers,"Direct Life, Health, and Medical Insurance Carriers",Direct Health and Medical Insurance Carriers
